title,make,model,year,condition,transmission,price
Ford Mustang GT Premium 2dr Convertible (5.0L 8cyl 6M) 2015 Yellow,Ford,Mustang GT,2015,,automatic,"₦ 55,000,000"
Mercedes-Benz E300 4Matic AWD Sedan (2.0L 4cyl 9A) 2017 White,Mercedes-Benz,E300 4Matic,2017,,automatic,"₦ 29,500,000"
Lexus LX 470 Sport Utility 2007 Gray,Lexus,LX 470,2007,,automatic,"₦ 24,000,000"
Toyota Tacoma V6 4dr Double Cab 4WD 5.0 ft. SB (4.0L 6cyl 5A) 2015 Gray,Toyota,Tacoma V6,2015,,automatic,"₦ 27,500,000"
Lexus RX 350 AWD 2015 Silver,Lexus,RX 350,2015,,automatic,"₦ 26,500,000"
Lexus ES 350 FWD 2017 Black,Lexus,ES 350,2017,,automatic,"₦ 27,500,000"
Toyota Sienna XLE 2002 Gold,Toyota,Sienna XLE,2002,,automatic,"₦ 7,800,000"
Mercedes-Benz M Class ML 350 4x2 2013 Silver,Mercedes-Benz,M Class,2013,,automatic,"₦ 21,500,000"
Mercedes-Benz CLA-Class 2016 Red,Mercedes-Benz,CLA-Class,2016,,automatic,"₦ 23,500,000"
Mercedes-Benz GLK-Class 2014 Red,Mercedes-Benz,GLK-Class,2014,,automatic,"₦ 24,500,000"
Toyota Corolla Base 4dr Sedan (1.8L 4cyl 5M) 2010 Black,Toyota,Corolla Base,2010,,automatic,"₦ 11,800,000"
Lexus RX 350 FWD 2017 Gray,Lexus,RX 350,2017,,automatic,"₦ 58,000,000"
Toyota Camry 2005 Silver,Toyota,Camry,2005,local used,automatic,"₦ 5,600,000"
Mercedes-Benz C300 Base 4Matic Sedan AWD (2.0L 4cyl 7A) 2016 White,Mercedes-Benz,C300 Base,2016,,automatic,"₦ 21,500,000"
Lexus RX 350 AWD 2012 Red,Lexus,RX 350,2012,,automatic,"₦ 20,500,000"
Lexus RX 350 F Sport AWD 2017 Gold,Lexus,RX 350,2017,,automatic,"₦ 61,000,000"
Lexus ES 2015 Gold,Lexus,ES,2015,,automatic,"₦ 26,980,000"
Toyota Camry 2011 Gray,Toyota,Camry,2011,,automatic,"₦ 11,850,000"
Acura MDX Touring 4dr SUV AWD (3.5L 6cyl 5A) 2006 Red,Acura,MDX Touring,2006,,automatic,"₦ 8,900,000"
New Toyota Hilux 2023 White,New,Toyota Hilux,2023,new,automatic,"₦ 112,000,000"
Lexus RX 350 2014 White,Lexus,RX 350,2014,,automatic,"₦ 26,980,000"
Lexus ES 2016 Silver,Lexus,ES,2016,,automatic,"₦ 30,980,000"
Mercedes-Benz GLE-Class GLE 450 4MATIC 2019 Blue,Mercedes-Benz,GLE-Class GLE,2019,,automatic,"₦ 107,000,000"
Mercedes-Benz C300 2020 Silver,Mercedes-Benz,C300,2020,,automatic,"₦ 49,000,000"
Lexus RX 350 2022 Red,Lexus,RX 350,2022,,automatic,"₦ 76,000,000"
Toyota Avalon XLE 4dr Sedan (3.5L 6cyl 6A) 2015 Black,Toyota,Avalon XLE,2015,,automatic,"₦ 19,500,000"
Toyota RAV4 2016 Red,Toyota,RAV4,2016,,automatic,"₦ 25,900,000"
Hyundai Elantra 2022 Blue,Hyundai,Elantra,2022,,automatic,"₦ 35,900,000"
Mercedes-Benz C300 Luxury 4dr AWD 4Matic Sedan (2.0L 4cyl 7A) 2015,Mercedes-Benz,C300 Luxury,2015,,automatic,"₦ 29,900,000"
Toyota Camry LE 4dr Sedan (2.5L 4cyl 6A) 2013,Toyota,Camry LE,2013,,automatic,"₦ 11,990,000"
Mercedes-Benz GLE-Class GLE 450 4MATIC 2020 Blue,Mercedes-Benz,GLE-Class GLE,2020,,automatic,"₦ 117,900,000"
New Toyota Hilux 2024 White,New,Toyota Hilux,2024,new,manual,"₦ 65,900,000"
Toyota Corolla 2016 White,Toyota,Corolla,2016,local used,automatic,"₦ 9,900,000"
Mercedes-Benz C43 2019 White,Mercedes-Benz,C43,2019,,automatic,"₦ 63,000,000"
Toyota Venza LE AWD 2013 Red,Toyota,Venza LE,2013,,automatic,"₦ 13,900,000"
Lexus ES 350 Ultra Luxury FWD 2019 White,Lexus,ES 350,2019,local used,automatic,"₦ 44,900,000"
Mercedes-Benz GLC-Class 2018 White,Mercedes-Benz,GLC-Class,2018,,automatic,"₦ 37,000,000"
Acura MDX Advance and Entertainment Packages 4dr SUV (3.5L 6cyl 6A),,,,,automatic,"₦ 17,500,000"
Mercedes-Benz GLE-Class AMG GLE 53 4MATIC 2021 Black,Mercedes-Benz,GLE-Class AMG,2021,,automatic,"₦ 165,000,000"
Toyota Venza AWD 2012 Black,Toyota,Venza AWD,2012,,automatic,"₦ 23,000,000"
Lexus ES 350 2008 Gray,Lexus,ES 350,2008,local used,automatic,"₦ 7,900,000"
Kia Morning 2013 Beige,Kia,Morning,2013,,automatic,"₦ 9,150,000"
Lexus ES 350 Luxury 2022 Gold,Lexus,ES 350,2022,,automatic,"₦ 69,000,000"
Lexus RX 2011 Blue,Lexus,RX,2011,,automatic,"₦ 22,000,000"
Mercedes-Benz M Class ML550 4MATIC 4dr SUV AWD (4.7L 8cyl Turbo 7A),,,,,automatic,"₦ 35,000,000"
Lexus ES 350 FWD 2015 Silver,Lexus,ES 350,2015,,automatic,"₦ 22,000,000"
Toyota Tacoma 2023 Silver,Toyota,Tacoma,2023,,automatic,"₦ 85,000,000"
Honda Accord 2017 Blue,Honda,Accord,2017,,automatic,"₦ 18,200,000"
Toyota Camry 2017 Black,Toyota,Camry,2017,,automatic,"₦ 17,000,000"
Toyota Camry 2020 Black,Toyota,Camry,2020,local used,automatic,"₦ 24,000,000"
Hyundai Sonata GLS Sedan FWD (2.4L 4cyl 6A) 2012 Black,Hyundai,Sonata GLS,2012,local used,automatic,"₦ 8,500,000"
Ford Edge SEL 4dr SUV AWD (2.0L 4cyl Turbo 6A) 2015 Red,Ford,Edge SEL,2015,local used,automatic,"₦ 13,400,000"
Toyota Highlander Limited Platinum 4x4 V6 (3.5L 6cyl 8A) 2018 Gray,Toyota,Highlander Limited,2018,,automatic,"₦ 41,000,000"
Lexus ES 350 FWD 2014 White,Lexus,ES 350,2014,,automatic,"₦ 26,000,000"
Lexus ES 350 2008 Black,Lexus,ES 350,2008,local used,automatic,"₦ 7,800,000"
Toyota Sienna 2004 Green,Toyota,Sienna,2004,,automatic,"₦ 11,500,000"
Honda Accord 2013 Burgandy,Honda,Accord,2013,local used,,"₦ 11,000,000"
Mercedes-Benz E53 AMG AMG E 53 4MATIC+ 2019 Green,Mercedes-Benz,E53 AMG,2019,local used,automatic,"₦ 82,500,000"
Toyota Tacoma Access Cab Automatic 2009 Gray,Toyota,Tacoma Access,2009,local used,automatic,"₦ 8,910,000"
Toyota Camry SE 4dr Sedan (2.4L 4cyl 5A) 2006 Blue,Toyota,Camry SE,2006,local used,automatic,"₦ 4,752,000"
Toyota Matrix 2004 Blue,Toyota,Matrix,2004,local used,automatic,"₦ 4,860,000"
Mazda 3 2012 Silver,Mazda,3,2012,,automatic,"₦ 9,900,000"
Lexus RX 350 2011 Red,Lexus,RX 350,2011,local used,automatic,"₦ 13,750,000"
Toyota Sienna 2007 Blue,Toyota,Sienna,2007,,automatic,"₦ 12,420,000"
Ford Explorer 2015 Gray,Ford,Explorer,2015,local used,automatic,"₦ 12,500,000"
Toyota Camry 2012 Gray,Toyota,Camry,2012,local used,automatic,"₦ 12,420,000"
Lexus RX 350 2017 White,Lexus,RX 350,2017,,automatic,"₦ 50,760,000"
Honda CR-V 2003 Blue,Honda,CR-V,2003,local used,automatic,"₦ 3,780,000"
Toyota C-HR 2018 Gray,Toyota,C-HR,2018,,,"₦ 34,100,000"
Toyota 4-Runner 2005 Silver,Toyota,4-Runner,2005,local used,automatic,"₦ 4,950,000"
Hyundai Tucson 2013 Red,Hyundai,Tucson,2013,,automatic,"₦ 17,280,000"
Toyota Highlander 2006 Blue,Toyota,Highlander,2006,local used,automatic,"₦ 6,050,000"
Toyota Camry 2003 Black,Toyota,Camry,2003,,automatic,"₦ 5,335,000"
Mercedes-Benz GLA-Class 2015 White,Mercedes-Benz,GLA-Class,2015,local used,automatic,"₦ 24,200,000"
Mercedes-Benz CLA-Class 2014 White,Mercedes-Benz,CLA-Class,2014,local used,automatic,"₦ 18,360,000"
Ford Fusion 2010 Purple,Ford,Fusion,2010,local used,automatic,"₦ 6,380,000"
Toyota Highlander 2001 Gold,Toyota,Highlander,2001,local used,automatic,"₦ 6,600,000"
Toyota Matrix 2003 Red,Toyota,Matrix,2003,local used,automatic,"₦ 3,410,000"
Volkswagen Jetta 2013 Silver,Volkswagen,Jetta,2013,,automatic,"₦ 14,300,000"
Honda Accord 2008 Burgandy,Honda,Accord,2008,local used,automatic,"₦ 5,400,000"
Toyota Tacoma 2019 Gray,Toyota,Tacoma,2019,,automatic,"₦ 54,000,000"
Toyota Venza 2015 White,Toyota,Venza,2015,,automatic,"₦ 21,785,500"
Toyota Camry 2014 Black,Toyota,Camry,2014,,automatic,"₦ 14,850,000"
Toyota Camry 2011 Gray,Toyota,Camry,2011,local used,automatic,"₦ 7,480,000"
Toyota Matrix XR Hatchback FWD (1.8L 4cyl 4A) 2008 Gray,Toyota,Matrix XR,2008,local used,manual,"₦ 5,500,000"
Toyota 4-Runner 2007 Silver,Toyota,4-Runner,2007,local used,automatic,"₦ 6,930,000"
Peugeot 308 2018 Black,Peugeot,308,2018,,automatic,"₦ 24,200,000"
Honda Civic 1.8 Sedan EX Automatic 2007 Black,Honda,Civic 1,2007,local used,automatic,"₦ 5,292,000"
Lexus GS 2007 Blue,Lexus,GS,2007,local used,automatic,"₦ 8,250,000"
Toyota RAV4 Limited 4dr SUV AWD (2.5L 4cyl 6A) 2014 White,Toyota,RAV4 Limited,2014,,automatic,"₦ 25,500,000"
Toyota Corolla LE 4dr Sedan (1.8L 4cyl 4A) 2010 Black,Toyota,Corolla LE,2010,local used,automatic,"₦ 8,500,000"
Mercedes-Benz M Class ML350 4dr SUV (3.5L 6cyl 7A) 2015 Silver,Mercedes-Benz,M Class,2015,,automatic,"₦ 33,000,000"
Land Rover Range Rover Sport 2014 Black,Land,Rover Range,2014,,automatic,"₦ 23,000,000"
Toyota Avalon XLE Touring SE 4dr Sedan (3.5L 6cyl 6A) 2015 Silver,Toyota,Avalon XLE,2015,local used,automatic,"₦ 15,000,000"
Lexus GX 460 Base 2014 Silver,Lexus,GX 460,2014,,automatic,"₦ 39,900,000"
Mercedes-Benz GLE-Class GLE 350 2020 White,Mercedes-Benz,GLE-Class GLE,2020,,automatic,"₦ 78,000,000"
Lexus ES 350 FWD 2016 Black,Lexus,ES 350,2016,,automatic,"₦ 29,000,000"
Mercedes-Benz GLE-Class 2016 Silver,Mercedes-Benz,GLE-Class,2016,,automatic,"₦ 66,000,000"
Lexus RX 350 2018 Black,Lexus,RX 350,2018,,automatic,"₦ 46,200,000"
Toyota Tacoma TRD Pro V6 4x4 Double Cab 127.4 in. WB 2020 Gray,Toyota,Tacoma TRD,2020,,automatic,"₦ 45,000,000"
Lexus GX 2018 Red,Lexus,GX,2018,,automatic,"₦ 77,000,000"
Mercedes-Benz C300 2013 Blue,Mercedes-Benz,C300,2013,,automatic,"₦ 16,000,000"
Mercedes-Benz M Class 2013 Black,Mercedes-Benz,M Class,2013,,automatic,"₦ 29,000,000"
Toyota Camry 2013 Silver,Toyota,Camry,2013,,automatic,"₦ 14,500,000"
Toyota Highlander 2018 Red,Toyota,Highlander,2018,,automatic,"₦ 53,000,000"
Mercedes-Benz GLE-Class 2018 Black,Mercedes-Benz,GLE-Class,2018,,automatic,"₦ 42,500,000"
Lexus RX 350 2025 Black,Lexus,RX 350,2025,,automatic,"₦ 145,000,000"
Mercedes-Benz GLE43 3.0 AWD 2017 Blue,Mercedes-Benz,GLE43 3,2017,,automatic,"₦ 59,000,000"
Toyota Tacoma Double Cab V6 Automatic 2010 Red,Toyota,Tacoma Double,2010,,automatic,"₦ 20,000,000"
Toyota Highlander SE 4x2 V6 (3.5L 6cyl 8A) 2018 Gray,Toyota,Highlander SE,2018,,automatic,"₦ 38,000,000"
Honda Civic 2019 Gray,Honda,Civic,2019,,automatic,"₦ 28,500,000"
Mercedes-Benz M Class 2012 Black,Mercedes-Benz,M Class,2012,,automatic,"₦ 26,000,000"
Honda Ridgeline 2007,Honda,Ridgeline,2007,,automatic,"₦ 11,500,000"
Mercedes-Benz CLA-Class 2018 Burgundy,Mercedes-Benz,CLA-Class,2018,,automatic,"₦ 30,000,000"
Toyota Camry LE 4dr Sedan (2.5L 4cyl 6A) 2013 Black,Toyota,Camry LE,2013,,automatic,"₦ 13,800,000"
Mercedes-Benz GLE-Class GLE 350d 4MATIC 2016 White,Mercedes-Benz,GLE-Class GLE,2016,,automatic,"₦ 39,500,000"
New Toyota Camry 2023 Black,New,Toyota Camry,2023,new,automatic,"₦ 50,000,000"
Mercedes-Benz M Class ML400 4MATIC 4dr SUV AWD (3.0L 6cyl Turbo 7A),,,,,automatic,"₦ 32,500,000"
Toyota Highlander 2017 Gray,Toyota,Highlander,2017,,automatic,"₦ 33,500,000"
New Mercedes-Benz S-Class 2023 Blue,New,Mercedes-Benz S-Class,2023,new,automatic,"₦ 260,000,000"
Honda Civic EX-L 4dr Sedan w/Nav (1.8L 4cyl CVT) 2014 Gray,Honda,Civic EX-L,2014,,,"₦ 15,300,000"
Toyota Camry 2013 White,Toyota,Camry,2013,,automatic,"₦ 14,900,000"
Toyota Avalon TRD 2020 White,Toyota,Avalon TRD,2020,,automatic,"₦ 74,000,000"
Mercedes-Benz E350 Base 2dr Coupe RWD (3.5L 6cyl 7A) 2014 Black,Mercedes-Benz,E350 Base,2014,local used,automatic,"₦ 15,800,000"
Mercedes-Benz GLE-Class 2016 White,Mercedes-Benz,GLE-Class,2016,,automatic,"₦ 59,500,000"
Hyundai Sonata 2013 Blue,Hyundai,Sonata,2013,local used,automatic,"₦ 9,000,000"
Lexus RX 350 F Sport AWD 2016 Red,Lexus,RX 350,2016,,automatic,"₦ 57,000,000"
Mercedes-Benz M Class ML350 4MATIC 4dr SUV AWD (3.5L 6cyl 7A) 2014,Mercedes-Benz,M Class,2014,local used,automatic,"₦ 20,500,000"
Honda Accord Sport 2.0T 2020 Black,Honda,Accord Sport,2020,,automatic,"₦ 31,500,000"
Mercedes-Benz GLC-Class 2022 Black,Mercedes-Benz,GLC-Class,2022,,automatic,"₦ 130,000,000"
Toyota Camry XSE FWD 2020 Blue,Toyota,Camry XSE,2020,,automatic,"₦ 30,800,000"
Lexus RX 350 AWD 2017 White,Lexus,RX 350,2017,local used,automatic,"₦ 38,000,000"
Toyota Corolla SE 2020 Blue,Toyota,Corolla SE,2020,,automatic,"₦ 25,500,000"
Toyota 4-Runner 2008 Black,Toyota,4-Runner,2008,,automatic,"₦ 17,500,000"
Honda Accord 2006 Red,Honda,Accord,2006,,automatic,"₦ 9,800,000"
Toyota Highlander Limited V6 4x4 2007 Blue,Toyota,Highlander Limited,2007,,automatic,"₦ 13,800,000"
Land Rover Range Rover Vogue 2019 Gray,Land,Rover Range,2019,,automatic,"₦ 85,000,000"
Hyundai Elantra Touring SE 2012 White,Hyundai,Elantra Touring,2012,,automatic,"₦ 12,750,000"
Mercedes-Benz GLE-Class AMG GLE 63 S 4MATIC 2017 White,Mercedes-Benz,GLE-Class AMG,2017,,automatic,"₦ 85,500,000"
Toyota Camry 2018 Silver,Toyota,Camry,2018,,automatic,"₦ 45,500,000"
Toyota Highlander XLE 4x2 V6 (3.5L 6cyl 8A) 2017 White,Toyota,Highlander XLE,2017,,automatic,"₦ 32,000,001"
Land Rover Defender SE 2021 Gray,Land,Rover Defender,2021,,automatic,"₦ 149,999,999"
Ford Edge SEL 4dr FWD (2.0 4cyl 6A) 2016 Burgundy,Ford,Edge SEL,2016,,automatic,"₦ 28,950,000"
Honda Accord EX 4dr Sedan FWD (2.4L 4cyl 2A) 2013 Silver,Honda,Accord EX,2013,,automatic,"₦ 16,500,000"
Lexus GX 460 Premium 2013 Black,Lexus,GX 460,2013,,automatic,"₦ 35,000,000"
Lexus RX 350 2010 Blue,Lexus,RX 350,2010,,automatic,"₦ 19,550,000"
Acura MDX SUV 4dr AWD (3.7L 6cyl 6A) 2011 Blue,Acura,MDX SUV,2011,,automatic,"₦ 12,000,000"
Acura MDX Advance and Entertainment Packages 4dr SUV (3.5L 6cyl 6A),,,,,automatic,"₦ 18,500,000"
Toyota 4-Runner Limited V6 2005 Red,Toyota,4-Runner Limited,2005,,automatic,"₦ 11,000,000"
Lexus RX 350 2010 White,Lexus,RX 350,2010,,automatic,"₦ 22,000,000"
Mercedes-Benz GLA-Class GLA250 4MATIC 4dr SUV AWD (2.0L 4cyl Turbo 7AM),,,,,automatic,"₦ 25,000,000"
Toyota Highlander 2015 Gray,Toyota,Highlander,2015,local used,automatic,"₦ 25,000,000"
Toyota Sienna LE FWD 2006 Gold,Toyota,Sienna LE,2006,,automatic,"₦ 12,500,000"
Lexus GX 470 2007 Silver,Lexus,GX 470,2007,,automatic,"₦ 23,000,000"
Toyota RAV4 Limited 2021 Black,Toyota,RAV4 Limited,2021,,automatic,"₦ 63,000,000"
Toyota Camry XLE V6 4dr Sedan (3.5L 6cyl 6A) 2012 Gray,Toyota,Camry XLE,2012,,automatic,"₦ 15,000,000"
Mercedes-Benz M Class ML350 4dr SUV (3.5L 6cyl 7A) 2015 Black,Mercedes-Benz,M Class,2015,,automatic,"₦ 25,000,000"
Lexus RX 350 2019 Gray,Lexus,RX 350,2019,,automatic,"₦ 55,000,000"
Toyota Sienna 2018 Gray,Toyota,Sienna,2018,,automatic,"₦ 32,890,000"
Mercedes-Benz E400 2018 White,Mercedes-Benz,E400,2018,,automatic,"₦ 68,000,000"
New Toyota Tundra 2024 Gray,New,Toyota Tundra,2024,new,automatic,"₦ 145,500,000"
Toyota Highlander 2016,Toyota,Highlander,2016,,automatic,"₦ 30,980,000"
Mercedes-Benz GLE-Class GLE 350d 4MATIC 2017 White,Mercedes-Benz,GLE-Class GLE,2017,,automatic,"₦ 45,000,000"
Toyota Tacoma Limited 2017 Blue,Toyota,Tacoma Limited,2017,,automatic,"₦ 48,000,000"
Lexus RX 2005 Gray,Lexus,RX,2005,,automatic,"₦ 12,500,000"
Toyota RAV4 2014 Black,Toyota,RAV4,2014,,automatic,"₦ 24,500,000"
Lexus RX 2023 Black,Lexus,RX,2023,,automatic,"₦ 135,000,000"
Toyota Highlander XLE 2019 Gray,Toyota,Highlander XLE,2019,,automatic,"₦ 38,030,000"
Lexus RX 2009 White,Lexus,RX,2009,,automatic,"₦ 19,500,000"
Lexus RX 350 2021 Black,Lexus,RX 350,2021,,automatic,"₦ 75,000,000"
Lexus RX 350 AWD 2008 Gray,Lexus,RX 350,2008,,automatic,"₦ 12,500,000"
Toyota Highlander Limited 4x4 2008 Silver,Toyota,Highlander Limited,2008,,automatic,"₦ 17,000,000"
Toyota Sequoia Platinum 4dr SUV 4WD (5.7L 8cyl 6A) 2015 Black,Toyota,Sequoia Platinum,2015,,automatic,"₦ 30,000,000"
Mercedes-Benz CLA-Class CLA 250 4MATIC Sedan 2015 Gray,Mercedes-Benz,CLA-Class CLA,2015,,automatic,"₦ 22,900,000"
Toyota Tacoma Double Cab Long Automatic 4x4 2007 Blue,Toyota,Tacoma Double,2007,,automatic,"₦ 19,900,000"
Mercedes-Benz GLK-Class 350 4MATIC 2010 White,Mercedes-Benz,GLK-Class 350,2010,local used,automatic,"₦ 11,700,000"
Lexus GX 460 Luxury 2014 Silver,Lexus,GX 460,2014,,automatic,"₦ 38,900,000"
Toyota Highlander XLE 4dr SUV AWD (3.5L 6cyl 6A) 2014 Burgundy,Toyota,Highlander XLE,2014,,automatic,"₦ 28,900,000"
Mercedes-Benz GLE-Class GLE 350 4MATIC 2020,Mercedes-Benz,GLE-Class GLE,2020,,automatic,"₦ 98,900,000"
Mercedes-Benz S-Class S 580 4MATIC 2021 Black,Mercedes-Benz,S-Class S,2021,,automatic,"₦ 285,000,000"
Lexus ES 350 2012 Silver,Lexus,ES 350,2012,,automatic,"₦ 12,000,000"
Honda Pilot 2003 Gray,Honda,Pilot,2003,local used,automatic,"₦ 4,500,000"
Mercedes-Benz GLC-Class 2018 Blue,Mercedes-Benz,GLC-Class,2018,,automatic,"₦ 42,000,000"
Mercedes-Benz GLC-Class 2023 Black,Mercedes-Benz,GLC-Class,2023,,automatic,"₦ 145,000,000"
Honda Accord Crosstour EX 2012 Green,Honda,Accord Crosstour,2012,,automatic,"₦ 13,150,000"
Geely Emgrand X7 2020 Brown,Geely,Emgrand X7,2020,local used,automatic,"₦ 19,999,999"
Toyota Camry SE 4dr Sedan (2.5L 4cyl 6A) 2017 Gray,Toyota,Camry SE,2017,,automatic,"₦ 17,900,000"
Toyota Camry SE 4dr Sedan (2.5L 4cyl 6A) 2017 Black,Toyota,Camry SE,2017,,automatic,"₦ 17,300,000"
Mercedes-Benz GLE-Class GLE 350 2016 White,Mercedes-Benz,GLE-Class GLE,2016,,automatic,"₦ 34,000,000"
Mercedes-Benz GLA-Class 2023 Black,Mercedes-Benz,GLA-Class,2023,,automatic,"₦ 110,000,000"
Toyota Hilux 2021 White,Toyota,Hilux,2021,local used,automatic,"₦ 49,500,000"
Lexus RX 350 2010 Black,Lexus,RX 350,2010,,automatic,"₦ 19,635,000"
Lexus IS 2007 Black,Lexus,IS,2007,local used,automatic,"₦ 7,260,000"
Toyota Camry 2005 Black,Toyota,Camry,2005,local used,automatic,"₦ 4,290,000"
Toyota Camry LE 4dr Sedan (2.4L 4cyl 5A) 2007 Silver,Toyota,Camry LE,2007,local used,automatic,"₦ 6,050,000"
Peugeot Partner 2016 White,Peugeot,Partner,2016,local used,manual,"₦ 16,500,000"
Lexus RX 350 2017 Black,Lexus,RX 350,2017,,automatic,"₦ 45,980,000"
Toyota Camry 2014 Gray,Toyota,Camry,2014,,automatic,"₦ 16,200,000"
Toyota Sienna LE 2008 White,Toyota,Sienna LE,2008,,automatic,"₦ 9,185,000"
Toyota Corolla 2007 Gray,Toyota,Corolla,2007,local used,automatic,"₦ 5,280,000"
Dodge Journey 2013 Gray,Dodge,Journey,2013,local used,automatic,"₦ 6,482,300"
Mercedes-Benz C300 2015 Black,Mercedes-Benz,C300,2015,,automatic,"₦ 25,850,000"
Acura TSX 2012 Gray,Acura,TSX,2012,local used,automatic,"₦ 5,280,000"
Hyundai Sonata 2015 Silver,Hyundai,Sonata,2015,,automatic,"₦ 16,500,000"
Toyota Venza 2013 Gray,Toyota,Venza,2013,,automatic,"₦ 21,780,000"
Hyundai Azera 2008 Black,Hyundai,Azera,2008,local used,automatic,"₦ 4,400,000"
Mercedes-Benz 200E 2012 Black,Mercedes-Benz,200E,2012,local used,automatic,"₦ 14,300,000"
Honda Pilot 2005 Green,Honda,Pilot,2005,local used,automatic,"₦ 4,320,000"
Honda Accord 2006 Gold,Honda,Accord,2006,local used,automatic,"₦ 3,996,000"
Toyota Corolla 2010 Silver,Toyota,Corolla,2010,local used,automatic,"₦ 8,030,000"
Toyota Camry 2007 Beige,Toyota,Camry,2007,local used,automatic,"₦ 7,100,000"
Dodge Caliber 2008 Red,Dodge,Caliber,2008,local used,automatic,"₦ 3,300,000"
Audi Q7 2015 Black,Audi,Q7,2015,,automatic,"₦ 28,600,000"
Honda Accord 2005 White,Honda,Accord,2005,local used,automatic,"₦ 2,750,000"
Mitsubishi Outlander 2022 Gray,Mitsubishi,Outlander,2022,local used,automatic,"₦ 38,500,000"
Lexus ES 2014 Gray,Lexus,ES,2014,,automatic,"₦ 23,500,000"
Mercedes-Benz GLC-Class 2018 Black,Mercedes-Benz,GLC-Class,2018,local used,automatic,"₦ 62,640,000"
Toyota Matrix 2008 Black,Toyota,Matrix,2008,local used,automatic,"₦ 5,500,000"
Hyundai Ix35 2011 Black,Hyundai,Ix35,2011,local used,automatic,"₦ 9,350,000"
Hyundai Elantra 2012 Black,Hyundai,Elantra,2012,local used,automatic,"₦ 10,800,000"
Honda Accord 2001 Silver,Honda,Accord,2001,local used,automatic,"₦ 3,000,000"
Mercedes-Benz E350 Base 4Matic Sedan AWD (3.5L 6cyl 7A) 2013 White,Mercedes-Benz,E350 Base,2013,,automatic,"₦ 20,500,000"
Mercedes-Benz M Class ML 350 4Matic 2012 White,Mercedes-Benz,M Class,2012,,automatic,"₦ 28,500,000"
Mercedes-Benz GLE43 3.0 AWD 2017 Black,Mercedes-Benz,GLE43 3,2017,,automatic,"₦ 78,000,000"
Mercedes-Benz GLC-Class 2016 Black,Mercedes-Benz,GLC-Class,2016,local used,automatic,"₦ 25,000,000"
Toyota Camry 2012 Gray,Toyota,Camry,2012,,automatic,"₦ 15,000,000"
Mercedes-Benz GLE-Class GLE 350 2016 Blue,Mercedes-Benz,GLE-Class GLE,2016,local used,automatic,"₦ 31,000,000"
Toyota Venza 2011 Red,Toyota,Venza,2011,,automatic,"₦ 14,000,000"
Honda Accord EX-L (1.5L 4cyl Turbo CVT) 2019 Gray,Honda,Accord EX-L,2019,,automatic,"₦ 28,800,000"
Honda CR-V 2008 Blue,Honda,CR-V,2008,local used,automatic,"₦ 6,500,000"
Mercedes-Benz GLE-Class GLE 350 2017 Blue,Mercedes-Benz,GLE-Class GLE,2017,,automatic,"₦ 27,500,000"
Mercedes-Benz C300 2013 Black,Mercedes-Benz,C300,2013,,automatic,"₦ 16,500,000"
Honda Pilot EX 4dr SUV 4WD (3.5L 6cyl 5A) 2010 Black,Honda,Pilot EX,2010,,automatic,"₦ 14,500,000"
Mercedes-Benz GLE43 3.0 AWD 2018 Silver,Mercedes-Benz,GLE43 3,2018,,automatic,"₦ 76,000,000"
Volkswagen Golf 2006 Silver,Volkswagen,Golf,2006,,automatic,"₦ 6,800,000"
Hyundai Sonata SE 2.0T Sedan FWD (2.0L 4cyl 6A) 2013 Silver,Hyundai,Sonata SE,2013,,automatic,"₦ 11,000,000"
Toyota Camry XLE 4dr Sedan (2.5L 4cyl 6A) 2014 Gray,Toyota,Camry XLE,2014,,automatic,"₦ 17,000,000"
Toyota Camry LE 4dr Sedan (2.5L 4cyl 6AM) 2010 Silver,Toyota,Camry LE,2010,,automatic,"₦ 10,500,000"
Lexus RX 350 FWD 2016 Blue,Lexus,RX 350,2016,,automatic,"₦ 44,000,000"
Hyundai Sonata 2013 Silver,Hyundai,Sonata,2013,,automatic,"₦ 25,000,000"
Toyota Highlander 2013 White,Toyota,Highlander,2013,,automatic,"₦ 39,500,000"
Toyota Corolla 2022 Blue,Toyota,Corolla,2022,,automatic,"₦ 34,500,000"
Ford Explorer 2013 Silver,Ford,Explorer,2013,,automatic,"₦ 17,000,000"
BMW 5 Series 2011 Silver,BMW,5 Series,2011,,automatic,"₦ 14,700,000"
Lexus ES 2012 Black,Lexus,ES,2012,,automatic,"₦ 15,000,000"
Toyota Camry 2018 Black,Toyota,Camry,2018,,automatic,"₦ 28,888,888"
Toyota Highlander 3.5L 4WD 2013 Black,Toyota,Highlander 3,2013,,automatic,"₦ 20,500,000"
Mercedes-Benz GLK-Class 350 4MATIC 2013 Matt Black,Mercedes-Benz,GLK-Class 350,2013,,automatic,"₦ 29,000,000"
Toyota Camry LE 4dr Sedan (2.4L 4cyl 5A) 2008 Black,Toyota,Camry LE,2008,local used,automatic,"₦ 6,350,000"
Mercedes-Benz GLE-Class AMG GLE 43 4MATIC 2017 White,Mercedes-Benz,GLE-Class AMG,2017,,automatic,"₦ 79,000,000"
Mercedes-Benz M Class ML350 AWD 4MATIC 2009,Mercedes-Benz,M Class,2009,,automatic,"₦ 15,000,000"
Mercedes-Benz GLK-Class 350 4MATIC 2013 Black,Mercedes-Benz,GLK-Class 350,2013,local used,automatic,"₦ 14,250,000"
