title,make,model,year,condition,transmission,price
Lexus RX 350 2011 Red,Lexus,RX 350,2011,,automatic,"₦ 20,000,000"
Mercedes-Benz GLE-Class GLE 350 4MATIC 2020 Black,Mercedes-Benz,GLE-Class GLE,2020,,automatic,"₦ 90,000,000"
Toyota RAV4 3.5 Limited 4x4 2012 Black,Toyota,RAV4 3,2012,,automatic,"₦ 16,500,000"
Mercedes-Benz AMG GT GT 53 4MATIC+ (4 dr) 2021 Black,Mercedes-Benz,AMG GT,2021,,automatic,"₦ 135,000,000"
Toyota Land Cruiser Prado 2023 Black,Toyota,Land Cruiser,2023,,automatic,"₦ 92,000,000"
Toyota RAV4 2014 Silver,Toyota,RAV4,2014,,automatic,"₦ 24,000,000"
New Tesla Model Y 2024 White,New,Tesla Model,2024,new,automatic,"₦ 130,000,000"
Lexus RX 350 2020 White,Lexus,RX 350,2020,,automatic,"₦ 63,500,000"
Mercedes-Benz GLE-Class GLE 350d 4MATIC 2016 Gray,Mercedes-Benz,GLE-Class GLE,2016,,automatic,"₦ 44,000,000"
Acura MDX SUV 4dr FWD (3.5L 6cyl 9A) 2016 Silver,Acura,MDX SUV,2016,,automatic,"₦ 20,500,000"
Toyota Tacoma SR5 Double Cab 5' Bed AT 2024 Gray,Toyota,Tacoma SR5,2024,,automatic,"₦ 98,500,000"
Porsche Macan Turbo 2015 Black,Porsche,Macan Turbo,2015,,automatic,"₦ 45,000,000"
Toyota Previa Automatic 2002 Silver,Toyota,Previa Automatic,2002,,automatic,"₦ 12,500,000"
Mercedes-Benz A-Class 2021 White,Mercedes-Benz,A-Class,2021,,automatic,"₦ 65,000,000"
Toyota Camry 2011 Gold,Toyota,Camry,2011,,automatic,"₦ 11,000,000"
Toyota Corolla 2013 Red,Toyota,Corolla,2013,,automatic,"₦ 14,500,000"
Toyota Corolla 2004 Silver,Toyota,Corolla,2004,local used,automatic,"₦ 6,000,000"
Mercedes-Benz GL-Class 2014 Black,Mercedes-Benz,GL-Class,2014,local used,automatic,"₦ 15,000,000"
Toyota Highlander 2014 Brown,Toyota,Highlander,2014,local used,automatic,"₦ 25,500,000"
Hyundai Tucson 2011 Black,Hyundai,Tucson,2011,local used,automatic,"₦ 14,500,000"
Mercedes-Benz C300 2013 Black,Mercedes-Benz,C300,2013,local used,automatic,"₦ 13,500,000"
Toyota Tacoma Double Cab V6 Automatic 2011 Gray,Toyota,Tacoma Double,2011,local used,automatic,"₦ 17,100,000"
Toyota Venza V6 2011 White,Toyota,Venza V6,2011,,automatic,"₦ 19,500,000"
Mercedes-Benz GLC-Class 2017 White,Mercedes-Benz,GLC-Class,2017,local used,automatic,"₦ 45,500,000"
Mercedes-Benz GLE-Class GLE 320 4MATIC 2017 Black,Mercedes-Benz,GLE-Class GLE,2017,local used,automatic,"₦ 32,000,000"
Toyota Tacoma 2010 Silver,Toyota,Tacoma,2010,,automatic,"₦ 19,000,000"
Mercedes-Benz GLE-Class AMG GLE 53 4MATIC 2022 Black,Mercedes-Benz,GLE-Class AMG,2022,,automatic,"₦ 163,000,000"
Honda Pilot EX-L 4dr SUV 4WD (3.5L 6cyl 5A) 2015 Silver,Honda,Pilot EX-L,2015,,automatic,"₦ 18,500,000"
Toyota Corolla SE 4dr Sedan (1.8L 4cyl Manual) 2017 Gray,Toyota,Corolla SE,2017,,automatic,"₦ 22,500,000"
Toyota Land Cruiser Prado 2.8 2023 Black,Toyota,Land Cruiser,2023,,automatic,"₦ 85,000,000"
Ford F-150 XLT 4dr SuperCab 4WD 6.5 ft. SB (3.5L 6cyl 6A) 2015 Black,Ford,F-150 XLT,2015,,automatic,"₦ 43,500,000"
Mercedes-Benz E350 2021 Black,Mercedes-Benz,E350,2021,,automatic,"₦ 165,000,000"
Mercedes-Benz GLK-Class 2014 Black,Mercedes-Benz,GLK-Class,2014,,automatic,"₦ 24,000,000"
Toyota 4-Runner Limited 2008 Black,Toyota,4-Runner Limited,2008,,automatic,"₦ 13,500,000"
Ford Edge Limited 4dr AWD (3.5L 6cyl 6A) 2013 Gold,Ford,Edge Limited,2013,,automatic,"₦ 11,000,000"
Mercedes-Benz M Class ML350 4MATIC 4dr SUV AWD (3.5L 6cyl 7A) 2015,Mercedes-Benz,M Class,2015,,automatic,"₦ 27,000,000"
Toyota Avalon Limited Sedan FWD (3.5L 6cyl 6A) 2013 Black,Toyota,Avalon Limited,2013,,automatic,"₦ 20,500,000"
Lexus LX 570 2009 Silver,Lexus,LX 570,2009,,automatic,"₦ 56,000,000"
Lexus RX 350 2014 Red,Lexus,RX 350,2014,,automatic,"₦ 26,980,000"
Lexus RX 350 2019 White,Lexus,RX 350,2019,,automatic,"₦ 59,980,000"
Toyota Matrix 2005 Silver,Toyota,Matrix,2005,,automatic,"₦ 6,200,000"
Toyota Tacoma 2018 Blue,Toyota,Tacoma,2018,,automatic,"₦ 45,000,000"
Lexus GX 460 Luxury 2015 White,Lexus,GX 460,2015,,automatic,"₦ 95,000,000"
Lexus ES 350 2008 Silver,Lexus,ES 350,2008,,automatic,"₦ 12,000,000"
Toyota Corolla 2007 Gold,Toyota,Corolla,2007,local used,automatic,"₦ 6,000,000"
Toyota Corolla S Special Edition 4dr Sedan (1.8L 4cyl 4A) 2013 Blue,Toyota,Corolla S,2013,,automatic,"₦ 13,500,000"
Mercedes-Benz GLE43 3.0 AWD 2018 Black,Mercedes-Benz,GLE43 3,2018,,automatic,"₦ 71,550,000"
Lexus RX 350 2023 Gray,Lexus,RX 350,2023,,automatic,"₦ 139,000,000"
Honda Accord Sport 1.5T 2020 Black,Honda,Accord Sport,2020,,automatic,"₦ 22,500,000"
Lexus RX 350 AWD 2019 White,Lexus,RX 350,2019,,automatic,"₦ 46,350,000"
Acura MDX SH 4dr SUV AWD (3.5L 6cyl 9A) 2016 Black,Acura,MDX SH,2016,,automatic,"₦ 21,000,000"
Acura MDX Advance Package SUV AWD (3.7L 6cyl 6A) 2012 Gray,Acura,MDX Advance,2012,,automatic,"₦ 12,500,000"
Hyundai Santa Fe Limited 2.0T AWD 2019 Silver,Hyundai,Santa Fe,2019,,automatic,"₦ 31,900,000"
Toyota RAV4 Limited 2007 Black,Toyota,RAV4 Limited,2007,local used,automatic,"₦ 6,900,000"
Hyundai Sonata 2015 Silver,Hyundai,Sonata,2015,,automatic,"₦ 16,500,000"
Hyundai Sonata 2015,Hyundai,Sonata,2015,,automatic,"₦ 11,900,000"
Lexus GX 460 AWD 2022 Gray,Lexus,GX 460,2022,,automatic,"₦ 105,900,000"
Toyota Camry LE 4dr Sedan (2.5L 4cyl 6A) 2015 White,Toyota,Camry LE,2015,local used,automatic,"₦ 11,990,000"
New Mercedes-Benz E350 2025 Black,New,Mercedes-Benz E350,2025,new,automatic,"₦ 160,900,000"
Mercedes-Benz GLE-Class GLE 350 2018 Gray,Mercedes-Benz,GLE-Class GLE,2018,,automatic,"₦ 44,900,000"
Honda Accord Sport 2.0T 2018 Red,Honda,Accord Sport,2018,,automatic,"₦ 27,900,000"
Lexus GX 460 Luxury 2015 White,Lexus,GX 460,2015,local used,automatic,"₦ 29,900,000"
Toyota Camry LE 4dr Sedan (2.5L 4cyl 6A) 2012 Black,Toyota,Camry LE,2012,local used,automatic,"₦ 10,600,000"
Lexus LX 570 AWD 2016 Black,Lexus,LX 570,2016,local used,automatic,"₦ 68,000,000"
Mercedes-Benz GLE-Class GLE 350 2018 Black,Mercedes-Benz,GLE-Class GLE,2018,,automatic,"₦ 44,900,000"
Lexus ES 350 FWD 2017 Silver,Lexus,ES 350,2017,,automatic,"₦ 31,900,000"
Hyundai Elantra SE Sedan FWD (2.0L 4cyl 6M) 2017 Gray,Hyundai,Elantra SE,2017,,automatic,"₦ 16,250,000"
Audi A6 3.0T Quattro 2012 Black,Audi,A6 3,2012,local used,automatic,"₦ 16,500,000"
Honda Accord Sport 4dr Sedan FWD (2.4L 4cyl 2A) 2016 Gray,Honda,Accord Sport,2016,,automatic,"₦ 17,200,000"
Acura MDX 2011 Blue,Acura,MDX,2011,,automatic,"₦ 12,500,000"
Toyota Hilux 2021 White,Toyota,Hilux,2021,local used,automatic,"₦ 68,000,000"
Mercedes-Benz G-Class G 63 AMG 4MATIC 2018 White,Mercedes-Benz,G-Class G,2018,,automatic,"₦ 149,000,000"
Nissan Rogue SV 2012 Brown,Nissan,Rogue SV,2012,,automatic,"₦ 13,900,000"
Lexus LX 2018 Black,Lexus,LX,2018,,automatic,"₦ 115,000,000"
Mercedes-Benz GLC-Class 2016 Black,Mercedes-Benz,GLC-Class,2016,,automatic,"₦ 31,500,000"
Mercedes-Benz GLA 250 2015 White,Mercedes-Benz,GLA 250,2015,,automatic,"₦ 30,000,000"
Mercedes-Benz B-Class 2009 Gray,Mercedes-Benz,B-Class,2009,local used,automatic,"₦ 4,000,000"
Mercedes-Benz C300 2008 Gray,Mercedes-Benz,C300,2008,local used,automatic,"₦ 7,500,000"
Land Rover Range Rover 2014 Black,Land,Rover Range,2014,local used,automatic,"₦ 34,100,000"
Toyota Camry 2007 Gray,Toyota,Camry,2007,,automatic,"₦ 11,340,000"
Land Rover Range Rover 2015 Black,Land,Rover Range,2015,,automatic,"₦ 22,000,000"
Honda Pilot Touring w/RES/Navi FWD (3.5L 6cyl 5A) 2012 Black,Honda,Pilot Touring,2012,local used,automatic,"₦ 9,240,000"
Toyota Camry 2011 Red,Toyota,Camry,2011,,automatic,"₦ 11,220,000"
Toyota Land Cruiser Prado 2.8 2023 White,Toyota,Land Cruiser,2023,,automatic,"₦ 77,000,000"
Toyota Camry XLE 4dr Sedan (2.5L 4cyl 6A) 2015 Black,Toyota,Camry XLE,2015,,automatic,"₦ 21,000,000"
Honda Accord Crosstour 2012 Silver,Honda,Accord Crosstour,2012,local used,automatic,"₦ 8,100,000"
Mazda 5 2.5 Sport Automatic 2010 Gray,Mazda,5 2,2010,local used,automatic,"₦ 4,180,000"
Lexus RX 450h 2010 Silver,Lexus,RX 450h,2010,,automatic,"₦ 19,500,000"
Toyota Highlander 2016 Red,Toyota,Highlander,2016,,automatic,"₦ 30,800,000"
Hyundai Sonata 2018 Silver,Hyundai,Sonata,2018,,automatic,"₦ 18,700,000"
Toyota Venza 2010 Black,Toyota,Venza,2010,local used,automatic,"₦ 9,350,000"
Kia Picanto 2007 Gray,Kia,Picanto,2007,local used,manual,"₦ 3,630,000"
Lexus RX 350 2010 Black,Lexus,RX 350,2010,,automatic,"₦ 24,840,000"
Maserati GranTurismo 2008 Yellow,Maserati,GranTurismo,2008,local used,automatic,"₦ 24,200,000"
Volkswagen Golf 2000 Silver,Volkswagen,Golf,2000,local used,automatic,"₦ 4,860,000"
Lexus ES 2009 Red,Lexus,ES,2009,local used,automatic,"₦ 7,150,000"
Volkswagen Crafter 2007 White,Volkswagen,Crafter,2007,local used,manual,"₦ 22,000,000"
Toyota Camry 2008 Silver,Toyota,Camry,2008,local used,automatic,"₦ 10,800,000"
Toyota Corolla XLE 4dr Sedan (1.8L 4cyl 4A) 2010 Gray,Toyota,Corolla XLE,2010,local used,automatic,"₦ 8,100,000"
Kia Optima 2014 White,Kia,Optima,2014,,automatic,"₦ 14,904,000"
Ford Edge 2013 Black,Ford,Edge,2013,,automatic,"₦ 12,100,000"
Toyota Corolla 2010 Black,Toyota,Corolla,2010,local used,automatic,"₦ 8,640,000"
Changan CS75 2020 Gray,Changan,CS75,2020,local used,automatic,"₦ 44,500,000"
Toyota Sienna 2007 Gray,Toyota,Sienna,2007,local used,automatic,"₦ 8,100,000"
Toyota Sienna 1999 Gray,Toyota,Sienna,1999,local used,automatic,"₦ 4,212,000"
Mercedes-Benz M Class ML 350 4Matic 2008 Black,Mercedes-Benz,M Class,2008,local used,automatic,"₦ 8,500,000"
Volkswagen Passat 2003 Green,Volkswagen,Passat,2003,local used,manual,"₦ 3,100,000"
Honda Accord 2018 Black,Honda,Accord,2018,,automatic,"₦ 25,000,000"
Toyota Venza 2013 Red,Toyota,Venza,2013,,automatic,"₦ 19,000,000"
Peugeot 406 2006 Gray,Peugeot,406,2006,,automatic,"₦ 4,000,000"
Toyota Highlander 2019 White,Toyota,Highlander,2019,,automatic,"₦ 39,500,000"
Mercedes-Benz GLE-Class 2023 Silver,Mercedes-Benz,GLE-Class,2023,,automatic,"₦ 116,000,000"
Hyundai Elantra Limited 2022 Blue,Hyundai,Elantra Limited,2022,,automatic,"₦ 22,500,000"
Toyota Camry SE 4dr Sedan (2.5L 4cyl 6A) 2014 Black,Toyota,Camry SE,2014,local used,automatic,"₦ 10,200,000"
Car 2008 Black,Car,,2008,,automatic,"₦ 20,500,000"
Mercedes-Benz C300 Sport 4Matic Sedan AWD (3.5L 6cyl 7A) 2013 Silver,Mercedes-Benz,C300 Sport,2013,,automatic,"₦ 12,500,000"
Toyota Yaris 1.5 Automatic 2009 Silver,Toyota,Yaris 1,2009,local used,automatic,"₦ 4,550,000"
Toyota Land Cruiser 4.5 V8 GXR 2009 Black,Toyota,Land Cruiser,2009,local used,automatic,"₦ 29,000,000"
Toyota Camry SE 4dr Sedan (2.5L 4cyl 6A) 2013 Black,Toyota,Camry SE,2013,local used,automatic,"₦ 11,000,000"
Mercedes-Benz C300 2016 White,Mercedes-Benz,C300,2016,,automatic,"₦ 22,000,000"
Honda Ridgeline RTL w/Leather 4x4 Crew Cab 122 in. WB 2007 Green,Honda,Ridgeline RTL,2007,local used,automatic,"₦ 7,700,000"
Mercedes-Benz GLE-Class AMG GLE 53 4MATIC 2021 Gray,Mercedes-Benz,GLE-Class AMG,2021,,automatic,"₦ 165,000,000"
Lexus LX 570 (5 seats) AWD 2017 Gold,Lexus,LX 570,2017,local used,automatic,"₦ 95,000,000"
Lexus ES 350 2011 Silver,Lexus,ES 350,2011,,automatic,"₦ 13,500,000"
Car 2010,Car,,2010,local used,automatic,"₦ 24,200,000"
Toyota Corolla LE Plus 4dr Sedan (1.8L 4cyl CVT) 2015 Silver,Toyota,Corolla LE,2015,,automatic,"₦ 13,000,000"
Toyota Venza 2010 Black,Toyota,Venza,2010,,automatic,"₦ 20,000,000"
Toyota Highlander 2015 Gold,Toyota,Highlander,2015,,automatic,"₦ 32,000,000"
Mercedes-Benz GLE-Class 2015 White,Mercedes-Benz,GLE-Class,2015,,automatic,"₦ 42,000,000"
Mercedes-Benz CLA-Class 2015 White,Mercedes-Benz,CLA-Class,2015,,automatic,"₦ 22,000,000"
Toyota Venza 2012 Brown,Toyota,Venza,2012,,automatic,"₦ 19,500,000"
Toyota Corolla LE 4dr Sedan (1.8L 4cyl CVT) 2015 Green,Toyota,Corolla LE,2015,,automatic,"₦ 15,500,000"
Toyota Camry LE 4dr Sedan (2.5L 4cyl 6AM) 2010 Silver,Toyota,Camry LE,2010,local used,automatic,"₦ 8,200,000"
Toyota Highlander Limited 2010 Blue,Toyota,Highlander Limited,2010,,automatic,"₦ 16,500,000"
Toyota Camry 2020 Gray,Toyota,Camry,2020,,automatic,"₦ 26,500,000"
Land Rover Range Rover Velar 2018 Black,Land,Rover Range,2018,,automatic,"₦ 54,000,000"
Lexus IS 250 2014 Gray,Lexus,IS 250,2014,,automatic,"₦ 25,000,000"
Toyota RAV4 XLE AWD (2.5L 4cyl 6A) 2017 Red,Toyota,RAV4 XLE,2017,,automatic,"₦ 29,500,000"
Ford F-150 2014 Gray,Ford,F-150,2014,,automatic,"₦ 25,000,000"
Toyota Camry XSE V6 (3.5L V6 8A) 2019 White,Toyota,Camry XSE,2019,,automatic,"₦ 38,500,000"
Audi Q5 3.0T Premium Plus AWD quattro 2017 Black,Audi,Q5 3,2017,,automatic,"₦ 31,000,000"
Mercedes-Benz GLK-Class 2010 White,Mercedes-Benz,GLK-Class,2010,local used,automatic,"₦ 11,500,000"
Mercedes-Benz C300 2012 Red,Mercedes-Benz,C300,2012,,automatic,"₦ 15,000,000"
Mercedes-Benz M Class ML 350 4Matic 2010 White,Mercedes-Benz,M Class,2010,local used,automatic,"₦ 12,000,000"
Acura MDX Touring 4dr SUV AWD (3.5L 6cyl 5A) 2006 Black,Acura,MDX Touring,2006,,automatic,"₦ 6,500,000"
Mercedes-Benz C350 C350e Hybrid RWD 2015 Gray,Mercedes-Benz,C350 C350e,2015,local used,automatic,"₦ 23,800,000"
Honda Accord 2016 Silver,Honda,Accord,2016,local used,automatic,"₦ 17,000,000"
Lexus RX 350 AWD 2017 Black,Lexus,RX 350,2017,,automatic,"₦ 46,000,000"
Toyota Avalon Limited 4dr Sedan (3.5L 6cyl 6A) 2014 Gold,Toyota,Avalon Limited,2014,local used,automatic,"₦ 15,000,000"
Chevrolet Spark 2011 White,Chevrolet,Spark,2011,,automatic,"₦ 8,600,000"
Toyota Camry SE 4dr Sedan (2.5L 4cyl 6A) 2012 Black,Toyota,Camry SE,2012,local used,automatic,"₦ 11,500,000"
Mercedes-Benz GLC-Class 2017 Blue,Mercedes-Benz,GLC-Class,2017,,automatic,"₦ 38,400,000"
Toyota Camry SE FWD 2020 Blue,Toyota,Camry SE,2020,,automatic,"₦ 33,800,000"
BMW M5 Competition AWD 2019 Gray,BMW,M5 Competition,2019,local used,automatic,"₦ 69,000,000"
Lexus RX 350 2008 Silver,Lexus,RX 350,2008,,automatic,"₦ 13,800,000"
Lexus RX 350 2012 Silver,Lexus,RX 350,2012,,automatic,"₦ 19,600,000"
Mercedes-Benz GL-Class GL 450 2012 White,Mercedes-Benz,GL-Class GL,2012,local used,automatic,"₦ 11,130,000"
Lexus RX 350 2019 Gray,Lexus,RX 350,2019,,automatic,"₦ 58,900,000"
Lexus RX 350 2015 Gray,Lexus,RX 350,2015,,automatic,"₦ 32,500,000"
Ford F-150 2015 Black,Ford,F-150,2015,,automatic,"₦ 47,500,000"
Toyota Camry SE 4dr Sedan (2.5L 4cyl 6A) 2013 Gray,Toyota,Camry SE,2013,,automatic,"₦ 16,000,000"
Mercedes-Benz GLE-Class GLE 450 4MATIC 2022 Black,Mercedes-Benz,GLE-Class GLE,2022,,automatic,"₦ 90,500,000"
Mercedes-Benz GLC-Class 2017 Blue,Mercedes-Benz,GLC-Class,2017,,automatic,"₦ 37,500,000"
Lexus RX 350 2022 White,Lexus,RX 350,2022,,automatic,"₦ 62,500,000"
New Peugeot 208 2023 Gray,New,Peugeot 208,2023,new,automatic,"₦ 59,850,000"
New Toyota Hilux 2024 Black,New,Toyota Hilux,2024,new,automatic,"₦ 185,000,000"
Honda Accord EX-L (1.5L 4cyl Turbo CVT) 2019 Silver,Honda,Accord EX-L,2019,,automatic,"₦ 29,500,000"
New BMW 520i 2025 Gray,New,BMW 520i,2025,new,automatic,"₦ 155,000,000"
Mercedes-Benz GLC-Class 2022 Black,Mercedes-Benz,GLC-Class,2022,,automatic,"₦ 58,500,000"
Toyota Highlander SE 4x4 V6 (3.5L 6cyl 8A) 2018 Silver,Toyota,Highlander SE,2018,,automatic,"₦ 38,500,000"
Toyota Camry SE w/Special Edition Pkg (2.5L 4cyl 6A) 2016 Gray,Toyota,Camry SE,2016,,automatic,"₦ 18,450,000"
Mercedes-Benz GLK-Class 350 4MATIC 2012 Black,Mercedes-Benz,GLK-Class 350,2012,,automatic,"₦ 16,550,000"
Toyota Land Cruiser Prado 4.0 Petrol TX 2022 Black,Toyota,Land Cruiser,2022,,automatic,"₦ 73,000,000"
Toyota Highlander Limited 3.5l 4WD 2013 Green,Toyota,Highlander Limited,2013,,automatic,"₦ 18,000,000"
Toyota Corolla LE 4dr Sedan (1.8L 4cyl 4A) 2012 Red,Toyota,Corolla LE,2012,,automatic,"₦ 12,500,000"
Mercedes-Benz GLE-Class GLE 450 4MATIC 2020 Black,Mercedes-Benz,GLE-Class GLE,2020,,automatic,"₦ 130,000,000"
Lexus ES 350 2009 White,Lexus,ES 350,2009,,automatic,"₦ 12,000,000"
Honda Pilot EX-L 4dr SUV 4WD (3.5L 6cyl 5A) 2015 Silver,Honda,Pilot EX-L,2015,,automatic,"₦ 19,000,000"
Toyota Sequoia Platinum 4x4 2020 Silver,Toyota,Sequoia Platinum,2020,,automatic,"₦ 53,000,000"
Mercedes-Benz M Class 2014 Black,Mercedes-Benz,M Class,2014,,automatic,"₦ 29,500,000"
Hyundai Sonata 2015 Black,Hyundai,Sonata,2015,,automatic,"₦ 15,500,000"
Toyota Avalon XLE Plus FWD Sedan (3.6L 6cyl 6A) 2016 Black,Toyota,Avalon XLE,2016,,automatic,"₦ 28,000,000"
Mercedes-Benz C300 2015 White,Mercedes-Benz,C300,2015,local used,automatic,"₦ 17,500,000"
Toyota Corolla Verso 1.6 2004 Red,Toyota,Corolla Verso,2004,,automatic,"₦ 9,000,000"
Toyota Highlander SE 2011 Gold,Toyota,Highlander SE,2011,,automatic,"₦ 13,500,000"
Mercedes-Benz M Class ML 350 BlueTEC 4Matic 2012 Black,Mercedes-Benz,M Class,2012,local used,automatic,"₦ 16,000,000"
Toyota Venza AWD 2011 White,Toyota,Venza AWD,2011,local used,automatic,"₦ 13,000,000"
Toyota Highlander Limited 4x4 V6 (3.5L 6cyl 8A) 2018 Gray,Toyota,Highlander Limited,2018,,automatic,"₦ 39,500,000"
Lexus ES 350 FWD 2016 Gray,Lexus,ES 350,2016,,automatic,"₦ 30,800,000"
Toyota Camry SE 2023 Beige,Toyota,Camry SE,2023,,automatic,"₦ 46,250,000"
Lexus RX 350L 4WD 2020 Black,Lexus,RX 350L,2020,,automatic,"₦ 75,000,000"
Toyota Venza Limited AWD V6 2013 White,Toyota,Venza Limited,2013,,automatic,"₦ 23,500,000"
Toyota Sequoia Limited 4dr SUV 4WD (5.7L 8cyl 6A) 2013 Silver,Toyota,Sequoia Limited,2013,,automatic,"₦ 30,000,000"
Mercedes-Benz GLE-Class GLE 350 2017 Blue,Mercedes-Benz,GLE-Class GLE,2017,,automatic,"₦ 44,000,000"
Toyota Camry XSE FWD 2020 Silver,Toyota,Camry XSE,2020,,automatic,"₦ 40,900,000"
Toyota Matrix 2008 Red,Toyota,Matrix,2008,,automatic,"₦ 11,500,000"
Mercedes-Benz C240 2.6 4MATIC AWD 2005 White,Mercedes-Benz,C240 2,2005,local used,automatic,"₦ 3,400,000"
Toyota Highlander XLE 4x4 V6 (3.5L 6cyl 8A) 2018 Gray,Toyota,Highlander XLE,2018,,automatic,"₦ 32,900,000"
Toyota Fortuner 2020 Black,Toyota,Fortuner,2020,,automatic,"₦ 57,900,000"
Mercedes-Benz GLE-Class 2016 Red,Mercedes-Benz,GLE-Class,2016,,automatic,"₦ 65,900,000"
Toyota Corolla LE Eco Plus 4dr Sedan (1.8L 4cyl CVT) 2014 Gray,Toyota,Corolla LE,2014,local used,automatic,"₦ 8,900,000"
Chevrolet Camaro 2013 Yellow,Chevrolet,Camaro,2013,local used,automatic,"₦ 16,500,000"
Lexus RX 2015 Silver,Lexus,RX,2015,,automatic,"₦ 27,500,000"
Toyota RAV4 Limited AWD (2.5L 4cyl 6A) 2017 Black,Toyota,RAV4 Limited,2017,,automatic,"₦ 29,500,000"
BMW X3 2008 Silver,BMW,X3,2008,local used,automatic,"₦ 6,700,000"
Mercedes-Benz GLE-Class 2021 Gray,Mercedes-Benz,GLE-Class,2021,,automatic,"₦ 158,000,000"
Toyota Corolla 2012 Gray,Toyota,Corolla,2012,,automatic,"₦ 12,800,000"
Lexus RX 350 2015 Black,Lexus,RX 350,2015,,automatic,"₦ 26,000,000"
Toyota RAV4 Limited 4dr SUV (2.5L 4cyl 6A) 2015 Red,Toyota,RAV4 Limited,2015,,automatic,"₦ 21,000,000"
Mercedes-Benz M Class ML 350 4Matic 2010 Silver,Mercedes-Benz,M Class,2010,,automatic,"₦ 16,500,000"
Lexus RX 350 AWD 2015 Gold,Lexus,RX 350,2015,,automatic,"₦ 27,000,000"
Lexus ES 350 2010 Red,Lexus,ES 350,2010,,automatic,"₦ 10,500,000"
Lexus LX 570 2009 Black,Lexus,LX 570,2009,local used,automatic,"₦ 30,000,000"
Hyundai Sonata SE 2021 Blue,Hyundai,Sonata SE,2021,,automatic,"₦ 35,800,000"
Lexus ES 350 2011 Gray,Lexus,ES 350,2011,local used,automatic,"₦ 11,000,000"
Mercedes-Benz GLK-Class 2009 Red,Mercedes-Benz,GLK-Class,2009,,automatic,"₦ 16,000,000"
Nissan Versa 1.6 SV 2017 Blue,Nissan,Versa 1,2017,,automatic,"₦ 12,500,000"
Toyota Tacoma 2009 White,Toyota,Tacoma,2009,,automatic,"₦ 19,800,000"
Lexus RX 350 2021 Gray,Lexus,RX 350,2021,,automatic,"₦ 76,500,000"
Mercedes-Benz GLC-Class 2018 White,Mercedes-Benz,GLC-Class,2018,,automatic,"₦ 75,000,000"
Mercedes-Benz GLE-Class AMG GLE 53 4MATIC 2021 Black,Mercedes-Benz,GLE-Class AMG,2021,,automatic,"₦ 160,000,000"
Toyota Highlander XLE 2022 Blue,Toyota,Highlander XLE,2022,,automatic,"₦ 67,000,000"
Mercedes-Benz GLE-Class AMG GLE 53 4MATIC 2024 Black,Mercedes-Benz,GLE-Class AMG,2024,,automatic,"₦ 170,000,000"
Toyota Sequoia 2015 Silver,Toyota,Sequoia,2015,,automatic,"₦ 32,500,000"
New Dongfeng Captain 2025 White,New,Dongfeng Captain,2025,new,automatic,"₦ 39,900,000"
Toyota Tacoma 2009 Red,Toyota,Tacoma,2009,,automatic,"₦ 20,000,000"
Lexus RX 350 2010 Blue,Lexus,RX 350,2010,,automatic,"₦ 20,500,000"
Mercedes-Benz Sprinter 2020 Black,Mercedes-Benz,Sprinter,2020,,automatic,"₦ 590,000,000"
Mercedes-Benz C43 2025 Black,Mercedes-Benz,C43,2025,,automatic,"₦ 135,000,000"
Toyota Camry LE 4dr Sedan (2.4L 4cyl 5A) 2008 Gray,Toyota,Camry LE,2008,local used,automatic,"₦ 6,980,000"
Mercedes-Benz GLE-Class GLE 350 2017 White,Mercedes-Benz,GLE-Class GLE,2017,,automatic,"₦ 38,500,000"
Mercedes-Benz GLE-Class GLE 450 4MATIC 2021 Black,Mercedes-Benz,GLE-Class GLE,2021,,automatic,"₦ 93,500,000"
Toyota Hilux 2019 Black,Toyota,Hilux,2019,local used,automatic,"₦ 65,000,000"
Toyota Corolla 2013 Gold,Toyota,Corolla,2013,,automatic,"₦ 12,900,000"
Honda Accord Sport 2.0T 2018 White,Honda,Accord Sport,2018,local used,automatic,"₦ 22,250,000"
Toyota Avalon 2023 Gray,Toyota,Avalon,2023,,automatic,"₦ 58,000,000"
Volkswagen Jetta 2010 Silver,Volkswagen,Jetta,2010,local used,automatic,"₦ 7,500,000"
Lexus ES 2008 Gray,Lexus,ES,2008,local used,automatic,"₦ 10,260,000"
Acura MDX 2015 Gray,Acura,MDX,2015,,automatic,"₦ 24,840,000"
Land Rover Range Rover Velar 2018 White,Land,Rover Range,2018,,automatic,"₦ 68,200,000"
Toyota Highlander 2017 Black,Toyota,Highlander,2017,,automatic,"₦ 36,300,000"
Lexus RX 350 2012 Silver,Lexus,RX 350,2012,,automatic,"₦ 25,812,000"
Toyota Camry 2001 Gray,Toyota,Camry,2001,local used,automatic,"₦ 3,240,000"
Lexus GX 2013 White,Lexus,GX,2013,,automatic,"₦ 70,200,000"
Mazda CX-7 2007 Silver,Mazda,CX-7,2007,local used,automatic,"₦ 5,720,000"
Audi A4 2009 Gray,Audi,A4,2009,local used,automatic,"₦ 6,050,000"
Toyota Camry 2017 Gray,Toyota,Camry,2017,,automatic,"₦ 23,220,000"
Mercedes-Benz GLK-Class Base GLK 350 4dr 4x2 (3.5L 6cyl 7A) 2015 Black,Mercedes-Benz,GLK-Class Base,2015,local used,automatic,"₦ 11,330,000"
Honda Civic Hybrid CVT Automatic-PZEV 2007 Silver,Honda,Civic Hybrid,2007,local used,,"₦ 5,170,000"
New Jetour T2 2025 Black,New,Jetour T2,2025,new,automatic,"₦ 88,000,000"
